angle,distance,figure_count,height,position,token,class
0.7264011897932033,0.6514535589885235,0.0,0.07054307558362923,0.4018222676622649,total,1.0
0.7619984328461585,0.6099310323007304,0.5,0.17698561087977244,0.4426776543702765,total,1.0
0.620823131585234,0.6476286895754096,0.0,0.08709133691285423,0.765537241247448,total,0.0
0.9636517315263243,0.4099446794812822,0.5,0.182342173598399,0.25684860185703035,total,1.0
0.9959755289858399,0.06246674867992593,0.5,0.039291643608189895,0.36675604362877806,pin,1.0
0.9163680960218767,0.25230129899806897,0.0,0.060559331273096734,0.48302185907384876,pin,0.0
0.9971355178487683,0.2866875139660407,0.6666666666666666,0.22852270834564659,0.4862595380096203,total,1.0
0.9526861519117709,0.32266469598643266,0.5,0.20310252882815527,0.3161228683836618,total,1.0
0.557110706335017,0.3251203653440933,0.16666666666666666,0.09129471351693508,0.7401621373997946,pin,0.0
0.8794581425137687,0.10755450051857925,0.6666666666666666,0.0603370612990824,0.5244866679047805,total,0.0
0.49517746688925607,0.5207810983233604,0.0,0.06759123908896493,0.9743152239828682,subtota,0.0
0.9333614857173683,0.4771779426732462,0.16666666666666666,0.40785504442827786,0.6774712779460332,subtota,0.0
0.5615425800369291,0.8832748715038846,0.16666666666666666,0.0949327708211896,0.7252964038965503,total,0.0
0.9882567627435306,0.5160859406115413,0.5,0.12804694466825914,0.3865851023631245,total,1.0
0.5621671753520957,0.6815096152975463,0.0,0.1209561833668225,0.9036297987016555,pin,0.0
0.9956337114031198,0.1584722029763826,0.16666666666666666,0.14668065747202477,0.07553736256762028,total,1.0
0.6165192729983925,0.10491012893766805,0.5,0.03463352598613864,0.4111420297451116,subtota,0.0
0.4048119891866262,0.17280154158318825,0.0,0.07290038414612474,0.4947215672661991,total,0.0
0.994323123345414,0.04797178869977709,0.3333333333333333,0.08805725002817671,0.12560770054502762,pin,1.0
0.6767148419155163,0.3851592031268442,0.16666666666666666,0.36204995396790934,0.21917398372468055,pin,1.0
0.7392190715481881,0.5907514696894186,0.3333333333333333,0.09715947104543625,0.3660095205831592,total,1.0
0.9959897990811041,0.13612000971531035,0.0,0.08081351582439845,0.3327480980179953,total,1.0
0.595034214040084,0.4766429631121082,0.5,0.10488047117146931,0.08798193830565572,subtota,1.0
0.6295131970810599,0.07299119488306158,0.3333333333333333,0.1700981665929155,0.32865955079006465,pin,1.0
0.30024545478407694,0.30594523004641755,0.0,0.07539502267302163,0.47507969187080656,total,0.0
0.16972839950973156,0.33434717585111173,0.0,0.08382295800021215,0.46671518861306566,total,0.0
0.8999024891673987,0.17075835217569565,0.5,0.17142141149199683,0.5103659694336347,total,1.0
0.9928204280696413,0.1078437590983997,0.3333333333333333,0.056794310303476286,0.20118647698892594,pin,1.0
0.6118145094848054,0.5057539334492074,0.0,0.04501014572956998,0.5940635490121514,total,0.0
0.7627641656668902,0.3528851406397708,0.0,0.04569873300288809,0.29761107378955914,total,0.0
0.7617282012748705,0.3840502670480533,0.0,0.47891411914138193,0.42784249663473284,subtota,0.0
0.09504955203399582,0.6169592128097157,0.0,0.11447379042081235,0.8766890232287912,total,0.0
0.4763043515883775,0.18157465150365695,0.3333333333333333,0.3195771234471307,0.10457345183595096,total,0.0
0.9393523283252533,0.9211183222573499,0.3333333333333333,0.6312269226233144,0.5428637344803263,total,1.0
0.6509616300986444,0.4628239578346269,0.0,0.08407549452387966,0.864686120362865,total,0.0
0.7302950514683774,0.39795144901697677,0.0,0.2269808625371618,0.13985658208555107,total,0.0
0.8634770381995519,0.4625220506988801,0.0,0.13929315441634418,0.187317520772565,total,0.0
0.9873879607236122,0.41851606662820995,0.5,0.27716738429144083,0.13869825394775265,total,1.0
0.42545129524260283,0.17119135465070998,0.16666666666666666,0.31246009109871925,0.3209657920277887,total,1.0
0.9966342581281993,0.45347948484428824,0.3333333333333333,0.2682125506648493,0.6089557064447627,pin,1.0
0.9402867078489994,0.3413569021194276,0.0,0.352216766022431,0.5851938241970036,total,1.0
0.9933538077296442,0.6231679037624203,0.3333333333333333,0.18665819681229862,0.7833973089337288,total,1.0
0.4058993799936888,0.6065771403013558,0.0,0.12184711514061561,0.9128106430019757,pin,0.0
0.9791475766411699,0.4648586533095696,0.3333333333333333,0.07559748265788048,0.44490255530560086,total,1.0
0.37463143254643666,0.535793975316839,0.0,0.07932115845784928,0.002782248851682464,pin,0.0
0.9893260552386107,0.5134386327754257,0.0,0.0927076520601698,0.40686574233884765,total,0.0
0.13865903998962342,0.020734274730415413,0.16666666666666666,0.3317212610542883,0.8517945110701264,subtota,1.0
0.9888915636792995,0.6243724684702735,0.3333333333333333,0.1321871813109297,0.35386558257466594,total,0.0
0.7385844163384596,0.16353274442261218,0.16666666666666666,0.06881998439570595,0.6848999680647554,total,0.0
0.9346910429266703,0.3520476301545438,0.0,0.23220280347103311,0.5463802215317112,total,1.0
0.9233705885372238,0.24548111091734326,0.6666666666666666,0.05888212506917584,0.34808543781469725,total,0.0
0.7159850388754959,0.0645524051216493,0.0,0.03153342098491691,0.44293702272545615,total,0.0
0.3977026030516627,0.2214185746255171,0.5,0.0671649199276585,0.8298803187030837,subtota,0.0
0.9446778142966112,0.39171152342594423,0.3333333333333333,0.4434753735473167,0.27113305135406657,total,1.0
0.9520337116407102,0.20151406299220073,0.5,0.069925182427366,0.8245990483052622,total,1.0
0.9757207034710822,0.2807731084017273,0.0,0.882409324931748,0.1794344887360379,total,1.0
0.9374758909826783,0.5893895891866595,0.0,0.07866385936343782,0.3958955400204246,total,0.0
0.9977694159350009,0.31294713836430454,0.6666666666666666,0.034566429696478884,0.6799162648089293,subtota,1.0
0.7039260144905297,0.3482955194232718,0.0,0.2875786084419175,0.502564166069419,pin,0.0
0.8573430557130669,0.12261298802949011,0.6666666666666666,0.06888960513752998,0.13658938925842837,total,1.0
0.6893542061022423,0.2746257008770929,0.5,0.10436425395492567,0.126460463343904,total,1.0
0.7022604593200836,0.10916267049051928,0.0,0.024545866875096172,0.584543885219424,total,0.0
0.9767117468893516,0.29284113940993384,0.6666666666666666,0.1657206255429503,0.4575188516589085,total,1.0
0.9675028170922745,0.18839113057824813,0.0,0.11012273426780132,0.8905926618596633,pin,0.0
0.9975521570895065,0.11516585299680214,0.16666666666666666,0.3041543277415644,0.22703258946286992,total,0.0
0.9907088684383303,0.43754501465142676,0.16666666666666666,0.41400401945650006,0.48115487001144674,total,1.0
0.3231419617545016,0.6032804455517383,0.0,0.8957473074794609,0.9057262713488268,total,0.0
0.9893154800680124,0.30886561121466555,0.0,0.5081427077102215,0.2142209582822718,total,1.0
0.6099775603233087,0.309741824687943,0.0,0.12966168930070396,0.7849263988468407,subtota,0.0
0.9917244749885091,0.34039791152111015,0.5,0.1306939316138511,0.6693990028861627,subtota,1.0
0.9219986605743096,0.3120982870957843,0.3333333333333333,0.06507177612260728,0.6004691798372078,total,0.0
0.9729650426547004,0.6079380920810434,0.8333333333333334,0.3265810623660382,0.719332041040036,total,1.0
0.997395094032205,0.38605207962898985,0.0,0.5836083270136035,0.4074584894963243,total,1.0
0.9597635219051666,0.35894574953507224,0.5,0.0774921638522256,0.3896212225191632,pin,1.0
0.9158922631774611,0.431397334758887,0.16666666666666666,0.1686452914844513,0.828016176331259,total,1.0
0.99363574796488,0.4860056047607373,0.3333333333333333,0.06375539568345374,0.52927480461101,total,1.0
0.8031231330521901,0.20759112486623754,0.5,0.13434674530413301,0.23914435159305672,pin,1.0
0.9995085099179631,0.32083459118133795,0.5,0.1251450847490823,0.6908942936786142,pin,1.0
0.9012973299731621,0.36869470665466325,0.0,0.32345130606923805,0.30424774043655495,pin,0.0
0.053794245431813374,0.027469851611179513,0.0,0.958624955239429,0.17016875530742612,pin,0.0
0.9158044591191244,0.18286333615973963,0.16666666666666666,0.12180306332423267,0.7607367925437729,pin,0.0
0.6952798895350717,0.057728924428607296,0.5,0.12835335296963019,0.6357482637486771,pin,1.0
0.42119064035552434,0.3962542217223493,0.0,0.4685850834141137,0.71938124934707,total,0.0
0.9913264175654761,0.216646676949389,0.0,0.05412217375049621,0.5501803204731524,total,1.0
0.6189020228282619,0.6304796715794795,0.0,0.04622201372880346,0.9636201932797395,total,0.0
0.7520287147563487,0.46698355475489206,0.8333333333333334,0.09170831382231445,0.5986227046350665,total,1.0
0.4312606374667015,0.0944466200765473,0.0,0.10371365291893965,0.7413582803040173,total,0.0
0.7562282023046017,0.15103144064351107,0.5,0.06709286362197442,0.6408815228554456,total,1.0
1.0,0.22908481147913903,0.5,0.1182558335026228,0.3322784810126583,total,1.0
0.7935325054301698,0.2472987068671073,0.0,0.06640841173215262,0.3147074122308098,total,1.0
0.002779156972103871,0.28336840432480964,0.3333333333333333,0.08155276904180192,0.21668772937622954,pin,0.0
0.9124530345128522,0.3979919482875897,0.0,0.03957288141743808,0.7420859747844295,total,0.0
0.4458968276624303,0.2756180258262551,0.0,0.002817011562072731,0.7190309657673549,total,0.0
0.9962860994077339,0.07254194725261688,0.16666666666666666,0.13929315441634418,0.5117932910502649,total,1.0
0.9917614625488511,0.16835892110540332,0.8333333333333334,0.10372520095577753,0.12490529359833992,total,1.0
0.9980568568669765,0.34780268281530935,0.6666666666666666,0.050632300441571215,0.551950155356546,subtota,1.0
0.640989299146074,0.2006818002701734,0.16666666666666666,0.19442929888513127,0.9800973150946379,subtota,0.0
0.8345548342055314,0.23384005366068855,0.0,0.23335491076911494,0.5974592684804795,total,0.0
0.9542818712744789,0.12487671041253291,0.0,0.3517584871095165,0.5313288799929073,total,0.0
0.99683223333286,0.08289009754590096,0.0,0.03724772585777582,0.2633551061868924,total,1.0
0.5096998684589278,0.3127696308404097,0.0,0.16857344423932374,0.795870123593959,pin,0.0
0.9884560146822677,0.273788722306129,0.0,0.3895637784022226,0.5624606379993103,total,1.0
0.9988256327506866,0.5299377872998442,0.16666666666666666,0.08258715229324168,0.5859375763954888,total,1.0
0.9802926359517735,0.28942536075361813,0.8333333333333334,0.08512304625866567,0.37900714583408446,pin,1.0
0.45365114156251457,0.41942460149891464,0.5,0.1984947426674051,0.8225169847945648,pin,0.0
0.9933138168361584,0.16467212977891219,0.6666666666666666,0.13456503674971143,0.10708406166099345,pin,1.0
0.49694283662893546,0.5449565774830231,0.0,0.0894256961868889,0.8710438451290252,subtota,0.0
0.9721493137381547,0.4761020808793851,0.0,0.07431323944030971,0.3091316068393309,total,1.0
0.5156365484927287,0.9806238835925657,0.0,0.1305232381458109,0.5645683017232972,total,0.0
0.7672757340867625,0.2917310919277686,0.8333333333333334,0.16533946931523583,0.7636333166345687,total,1.0
0.595492319743331,0.4243506313451684,0.0,0.09864481728507042,0.022646392753154387,total,0.0
0.93093244410409,0.4024151310386967,0.5,0.26759184368481553,0.4705111541597775,total,1.0
0.4157217526034275,0.35329375784901956,0.0,0.08369705573333908,0.9768639266102559,total,0.0
0.7104400811144242,0.6767016351715388,0.3333333333333333,0.2818681042256034,0.20572904480343734,total,1.0
0.9942713664457163,0.1977588636414572,0.5,0.2777531820697292,0.3349142071308593,total,1.0
0.8400153051911701,0.10478597914753734,0.0,0.07955653179118925,0.4516701557363394,total,0.0
0.6725081003070194,0.0448587461156114,0.0,0.09035163411378022,0.6332476289397062,total,0.0
0.8456609364989583,0.21636628153461718,0.0,0.23536371821027716,0.3401361884070088,pin,0.0
0.9810317671228539,0.4129279484885536,0.6666666666666666,0.13614078017507392,0.6093442214887461,pin,1.0
0.9687928173902315,0.4675443097137088,0.0,0.05712434101301939,0.7062434859134419,subtota,0.0
0.48490469574521633,0.5450352841345577,0.16666666666666666,0.07005673474545603,0.012633208390029843,pin,0.0
0.9899229061507089,0.11673737345791746,0.16666666666666666,0.21979740622217994,0.12576884096220886,pin,1.0
0.9992644436524676,0.2988860030729741,0.3333333333333333,0.27991317587619824,0.45704441856716593,total,1.0
0.8925115338394499,0.2396345479016436,0.0,0.21963211553662138,0.5155910874660123,pin,0.0
0.9547471639712588,0.1253931532303011,0.0,0.07297203382195806,0.5141885515650056,pin,0.0
0.692222536737484,0.14254242221910457,0.16666666666666666,0.12692382476555125,0.45140613037222893,pin,0.0
0.8988397386336708,0.6302074882892799,0.16666666666666666,0.216103690914762,0.4092673774169971,total,1.0
0.9958877292369336,0.21215135248429326,0.16666666666666666,0.04630980530261063,0.42629938128754724,subtota,0.0
0.6491341783591781,0.24515591728364888,0.16666666666666666,0.10643585390978522,0.5816100781071286,total,1.0
0.7958166590873611,0.16463313571542823,0.16666666666666666,0.4186672083949206,0.138962249043073,pin,1.0
0.6204156128309347,0.11282692890630859,0.5,0.09904715983496477,0.1270983063843002,total,1.0
0.9636626369688742,0.4759778584634322,0.5,0.09694539450406942,0.34393598381451457,total,1.0
0.9942514004429808,0.2592807466704768,0.0,0.23119996542970972,0.4625952797833776,subtota,0.0
0.9974784783647911,0.2876978865047886,0.3333333333333333,0.10447048644941052,0.22697175064554087,total,1.0
0.9170494728363265,0.2567081697894787,0.0,0.3591858096567114,0.3557697532722574,pin,0.0
1.0,0.15791340091288045,0.0,0.04846784468668378,0.14090934829946142,total,0.0
0.9100989210613961,0.3862670014333565,0.3333333333333333,0.14019337330208012,0.4428168352591853,total,1.0
0.9967734901462227,0.35929315695574726,0.0,0.25644714997233015,0.5281877008610903,subtota,1.0
0.989719004819828,0.2583434946447281,0.3333333333333333,0.14167127836192533,0.6613134834560861,total,1.0
0.9965730661627412,0.3990070270349825,0.3333333333333333,0.30081489711343107,0.61414708704063,total,1.0
0.7840443463544554,0.39923069575353387,0.0,0.04675126911571764,0.02728817178759075,total,0.0
0.199044303718077,0.6253277081676782,0.0,0.05259626785621364,0.0037191617282866826,total,0.0
0.8908445788842374,0.4125993127383158,0.0,0.42828277628344597,0.44309224303300365,total,0.0
0.9336364525368221,0.25085477826813096,0.6666666666666666,0.2906434203378304,0.5058782674767526,pin,1.0
0.9984675974386107,0.24627716997713833,0.3333333333333333,0.1782669841543848,0.1199023160494144,subtota,1.0
0.9579634993468851,0.377350678872679,0.0,0.17935227019303018,0.5862758766771038,pin,0.0
0.6958316644153191,0.2541310138270238,0.0,0.09960347882597223,0.54351998707795,pin,0.0
0.9832566583317057,0.46181751987289826,0.16666666666666666,0.1976808535282686,0.609223207741352,subtota,1.0
0.9987917570010674,0.13291081560349266,0.16666666666666666,0.07003284228923418,0.2356534394291245,total,1.0
0.9738313064692363,0.1700751341221981,0.6666666666666666,0.3215601300108347,0.45573697025015913,total,1.0
0.9914848147372121,0.2902855000021735,0.6666666666666666,0.13226342003320407,0.34878081334769495,total,1.0
0.9933871151254335,0.16229236669716465,0.16666666666666666,0.19302031516170845,0.5235527272587757,total,1.0
0.9935644990440595,0.41896008579186006,0.8333333333333334,0.13717894462710342,0.24069817451546596,total,1.0
0.9946987291891349,0.47069472040133387,0.3333333333333333,0.23242944106253474,0.6523599553514757,total,1.0
0.7243027582813734,0.5337367304626167,0.0,0.06002742956136761,0.9175744842251353,subtota,0.0
0.9802747495830963,0.49038440719253945,0.6666666666666666,0.05712434101301939,0.6580246825068939,total,0.0
0.9467507415199109,0.19266078944764986,0.5,0.2634456029997029,0.8226497869865653,pin,1.0
0.5579790617595218,0.7036948734475529,0.0,0.39492065391345993,0.6259739280904294,total,0.0
0.9988108143341835,0.12332494186480045,0.16666666666666666,0.05044017741752767,0.43841501760193125,total,1.0
0.9666371241374011,0.26535786006877,0.5,0.1984947426674051,0.3921027090534489,total,1.0
0.9971717446578559,0.3169034931711947,0.3333333333333333,0.30018481586283974,0.1688737643588788,pin,1.0
0.9668235870047576,0.30046209013052416,0.3333333333333333,0.10180747188429179,0.6735447593095665,pin,1.0
0.9279286003477477,0.22809425116667856,0.0,0.32574616577463833,0.6093779134164008,total,0.0
0.9736548568616665,0.37124540035461995,0.6666666666666666,0.18765052963046697,0.6154720212846835,subtota,1.0
0.9958115822847765,0.18393792012103727,0.5,0.16048699501936914,0.15137142592447142,total,1.0
0.8295815030248327,0.10782274877463592,0.6666666666666666,0.16695318999845205,0.38228292498183986,subtota,1.0
0.996628237443896,0.18278519874128474,0.16666666666666666,0.22393426852329093,0.5145877929512204,total,0.0
0.5555123719736991,0.3986900247060698,0.0,0.05761353000841915,0.9195239072135099,subtota,0.0
1.0,0.25881135619904083,0.3333333333333333,0.14537857950053223,0.542900272559933,total,1.0
1.0,0.13333089114217742,0.16666666666666666,0.05840591378174611,0.09189656455373836,total,0.0
0.3633696608191251,0.5749257010170359,0.0,0.08410080202198748,0.9360271807540987,total,0.0
1.0,0.13664862598204439,0.0,0.08811885402920211,0.3307642654473011,total,1.0
0.4075160459091333,0.14166834357326874,0.6666666666666666,0.27471479720764636,0.4770770242237106,pin,0.0
0.9781357885662383,0.11613168061196587,0.0,0.3201993041237829,0.35038914806229027,total,1.0
0.6896432584270867,0.5055852355684649,0.0,0.333995051530842,0.2874140386888303,pin,0.0
0.9260674028486232,0.23466507960579006,0.5,0.5073833642116411,0.2757905693580018,pin,1.0
0.935962967168864,0.41359242393699047,0.3333333333333333,0.23260596975194878,0.4980576951718373,total,1.0
0.6414991366506541,0.23369542219722086,0.0,0.1707752217421543,0.2071177189082305,pin,0.0
0.994311702790385,0.13227994903159845,0.5,0.09815212263910171,0.7203602462219518,pin,1.0
0.5625796169509358,0.6839675056084761,0.0,0.12756784598281243,0.7346771804029751,total,0.0
0.9951849119772355,0.25513254932205653,0.6666666666666666,0.19369120088544606,0.20888163770407114,total,1.0
0.9951724333129947,0.2486888789245329,0.6666666666666666,0.11939550832057695,0.47048970489589603,total,1.0
0.9913685367931735,0.28819560217183066,0.5,0.19785732558792574,0.7326858042313721,total,1.0
0.3833992408152688,0.3396225883012119,1.0,0.3427841820415897,0.5208518818554978,total,0.0
0.9980467889475703,0.09085773508653361,0.16666666666666666,0.1503465098986707,0.0691163604733574,total,1.0
0.9827847118013058,0.18281606171733492,0.0,0.07682650988140838,0.856747195427616,pin,0.0
0.6120084515751393,0.1554258804075854,0.0,0.08208219097065238,0.2735878044567238,total,0.0
0.9640825664695125,0.2516559103442422,0.3333333333333333,0.20255315673318655,0.7418722036915734,pin,1.0
0.998884698205253,0.10284017786754882,0.0,0.0577611887576682,0.34007628983180227,total,1.0
0.4172437814315431,0.35142599911916655,0.0,0.037741244211824634,0.9220671646841386,total,0.0
0.9283658038156243,0.3939539146630529,0.0,0.20071959198922057,0.604653514726925,pin,0.0
0.9827197692245944,0.08367130882217248,0.3333333333333333,0.33027259275445225,0.2635019741388216,total,1.0
0.9966640418925734,0.11735268298320108,0.0,0.0879845179591011,0.007153871521035302,total,1.0
0.9987023352236771,0.3875637150362334,0.3333333333333333,0.14426654962502128,0.21022524019235728,total,1.0
0.7486225590171186,0.271863740752516,0.0,0.08811885402920211,0.3458388399388586,total,0.0
0.5506786545003114,0.469392275972283,0.0,0.6500276701715557,0.7856311759664447,total,0.0
0.8953974842591633,0.4194507514139596,0.3333333333333333,0.5788400464659459,0.6506450259962153,subtota,0.0
0.9995185531269732,0.2113351462462948,0.3333333333333333,0.27421602857574046,0.04151333010329423,total,1.0
0.5777594337905945,0.38107820416037774,0.0,0.13575849454306294,0.8328307395214046,total,0.0
0.9918724594117526,0.13272708030867333,0.6666666666666666,0.06683568200107658,0.7095836314255579,subtota,1.0
0.9815695315319924,0.2647726177805513,0.0,0.3280348604348401,0.4978905057261552,pin,0.0
